#1,#2,名称,所在地,ステータス,マッピングに関する特記事項,日付,開設時間,充電に関する特記事項,出典,市町村コード,都道府県,市区町村,市区町村以下,緯度・経度,出典最終確認日時,出典確認担当者
140,145,フッカーズ,千葉県 八街市 文違 301-937,閉鎖,,,,,https://www.city.yachimata.lg.jp/soshiki/8/17099.html,122301,千葉県,八街市,文違 301-937,"35.680674, 140.314593",2019-09-23 21:20:12,藤田 周
141,146,（株）八光電気工業,千葉県 八街市 用草 1325,閉鎖,,,,,https://www.city.yachimata.lg.jp/soshiki/8/17099.html,122301,千葉県,八街市,用草 1325,"35.635507, 140.265772",2019-09-23 21:20:12,藤田 周
141.1,147,ヴィヴィレリビングストック（株）,千葉県 八街市 八街ほ 945-91,閉鎖,,,,,https://www.city.yachimata.lg.jp/soshiki/8/17099.html,122301,千葉県,八街市,八街ほ 945-91,"35.654669, 140.304440",2019-09-23 21:20:12,藤田 周
139,148,吉倉区コミュニティセンター,千葉県 八街市 吉倉 199-1,閉鎖,,,,,https://www.city.yachimata.lg.jp/soshiki/8/17099.html,122301,千葉県,八街市,吉倉 199-1,"35.618801, 140.301269",2019-09-23 21:20:12,藤田 周
142.1,149,古川歯科医院,千葉県 八街市 八街い 77-120,閉鎖,,,,,https://www.city.yachimata.lg.jp/soshiki/8/16821.html,122301,千葉県,八街市,八街い 77-120,"35.651239, 140.270000",2019-09-23 21:20:12,藤田 周
131,150,文違ニュータウン自治会事務所,千葉県 八街市 文違 157-47,閉鎖,,,,,https://www.city.yachimata.lg.jp/soshiki/8/17099.html,122301,千葉県,八街市,文違 157-47,"35.677081, 140.322733",2019-09-23 21:20:12,藤田 周
143,151,富里市役所保健センター,千葉県 富里市 七栄 652-1,開設,,2019-09-24,24時間,,http://www.city.tomisato.lg.jp/emergencyinfo/0000000105.html,122335,千葉県,富里市,七栄 652-1,"35.727320, 140.342834",2020-05-23 23:36:04,藤田 周
144,152,農林業センター,千葉県 富里市 御料 695-2,閉鎖,,,,,http://www.city.tomisato.lg.jp/emergencyinfo/0000000105.html,122335,千葉県,富里市,御料 695-2,"35.717547, 140.367796",2020-05-23 23:36:04,藤田 周
145,153,北部コミュニティセンター,千葉県 富里市 日吉台 3丁目24-1,閉鎖,,,,,http://www.city.tomisato.lg.jp/emergencyinfo/0000000105.html,122335,千葉県,富里市,日吉台 3丁目24-1,"35.766148, 140.321496",2020-05-23 23:36:04,藤田 周
146,154,中部ふれあいセンター,千葉県 富里市 七栄 448-10,閉鎖,,,,,http://www.city.tomisato.lg.jp/emergencyinfo/0000000105.html,122335,千葉県,富里市,七栄 448-10,"35.739584, 140.322692",2020-05-23 23:36:04,藤田 周
147,155,旧洗心小学校,千葉県 富里市 十倉 732-3,閉鎖,,,,,http://www.city.tomisato.lg.jp/emergencyinfo/0000000105.html,122335,千葉県,富里市,十倉 732-3,"35.683605, 140.387055",2020-05-23 23:36:04,藤田 周
148,156,四区集会所,千葉県 富里市 十倉 2346-3,閉鎖,,,,,http://www.city.tomisato.lg.jp/emergencyinfo/0000000105.html,122335,千葉県,富里市,十倉 2346-3,"35.686662, 140.338769",2020-05-23 23:36:04,藤田 周
148.1,157,南房総市役所 本庁,千葉県 南房総市 富浦町青木 28,開設,,2019-09-24,不明,,http://www.city.minamiboso.chiba.jp/0000012588.html,122343,千葉県,南房総市,富浦町青木 28,"35.042751, 139.839887",2019-09-23 21:24:04,
149,158,富浦こども園（旧八束小学校）,千葉県 南房総市 富浦町深名 710-1,不明,,2019-09-24,不明,避難者のみ対象？,http://www.city.minamiboso.chiba.jp/0000012588.html,122343,千葉県,南房総市,富浦町深名 710-1,"35.041393, 139.852521",2019-09-23 21:24:04,藤田 周
150,159,富山ふれあいコミュニティセンター（旧富山公民館）,千葉県 南房総市 久枝 327,不明,,2019-09-24,不明,避難者のみ対象？,http://www.city.minamiboso.chiba.jp/0000012588.html,122343,千葉県,南房総市,久枝 327,"35.099048, 139.846123",2019-09-23 21:24:04,藤田 周
151,160,富山コミュニティセンター,千葉県 南房総市 平久里中 1350-1,不明,,2019-09-24,不明,避難者のみ対象？,http://www.city.minamiboso.chiba.jp/0000012588.html,122343,千葉県,南房総市,平久里中 1350-1,"35.097509, 139.915547",2019-09-23 21:24:04,藤田 周
152,161,三芳農村環境改善センター,千葉県 南房総市 谷向 100,不明,,2019-09-24,不明,避難者のみ対象？,http://www.city.minamiboso.chiba.jp/0000012588.html,122343,千葉県,南房総市,谷向 100,"35.026197, 139.896172",2019-09-23 21:24:04,藤田 周
153,162,白浜コミュニティセンター,千葉県 南房総市 白浜町白浜 14955,不明,,2019-09-24,不明,避難者のみ対象？,http://www.city.minamiboso.chiba.jp/0000012588.html,122343,千葉県,南房総市,白浜町白浜 14955,"34.908866, 139.895797",2019-09-23 21:24:04,藤田 周
154,163,ちくら介護予防センターゆらり,千葉県 南房総市 千倉町瀬戸 2705-6,不明,,2019-09-24,不明,避難者のみ対象？,http://www.city.minamiboso.chiba.jp/0000012588.html,122343,千葉県,南房総市,千倉町瀬戸 2705-6,"34.974583, 139.960896",2019-09-23 21:24:04,藤田 周
155,164,丸山公民館,千葉県 南房総市 岩糸 2489,不明,,2019-09-24,不明,避難者のみ対象？,http://www.city.minamiboso.chiba.jp/0000012588.html,122343,千葉県,南房総市,岩糸 2489,"35.021840, 139.962566",2019-09-23 21:24:04,藤田 周
156,165,和田コミュニティセンター,千葉県 南房総市 和田町仁我浦 206,不明,,2019-09-24,不明,避難者のみ対象？,http://www.city.minamiboso.chiba.jp/0000012588.html,122343,千葉県,南房総市,和田町仁我浦 206,"35.042296, 140.020313",2019-09-23 21:24:04,藤田 周
157,166,匝瑳市役所,千葉県 匝瑳市 八日市場ハ 793-2,開設,,2019-09-24,6:00 - 24:00,18時から24時までと6時から8時30分までは庁舎東側・守衛室前で受け付け,https://www.city.sosa.lg.jp/page/page002729.html,122351,千葉県,匝瑳市,八日市場ハ 793-2,"35.708205, 140.564517",2019-09-23 21:25:29,藤田 周
158,167,野栄総合支所,千葉県 匝瑳市 今泉 6474,開設,,2019-09-24,8:30 - 17:15,,https://www.city.sosa.lg.jp/page/page002729.html,122351,千葉県,匝瑳市,今泉 6474,"35.660775, 140.569404",2019-09-23 21:25:29,藤田 周
159,168,市民ふれあいセンター,千葉県 匝瑳市 八日市場ハ 793-35,開設,,2019-09-24,24時間,自主避難所,https://www.city.sosa.lg.jp/page/page002729.html,122351,千葉県,匝瑳市,八日市場ハ 793-35,"35.708768, 140.564882",2019-09-23 21:25:29,藤田 周
160,169,生涯学習センター,千葉県 匝瑳市 今泉 6489-1,開設,,2019-09-24,開館時間中,,https://www.city.sosa.lg.jp/page/page002729.html,122351,千葉県,匝瑳市,今泉 6489-1,"35.660318, 140.568556",2019-09-23 21:25:29,藤田 周
161,170,勤労青少年ホーム,千葉県 匝瑳市 八日市場イ 2030,開設,,2019-09-24,開館時間中,,https://www.city.sosa.lg.jp/page/page002729.html,122351,千葉県,匝瑳市,八日市場イ 2030,"35.701909, 140.545902",2019-09-23 21:25:29,藤田 周
162,171,香取市役所 本庁舎ロビー,千葉県 香取市 佐原ロ 2127,不明,,,,,http://www.city.katori.lg.jp/living/anzen_anshin/oshirase/juden20190911.html,122360,千葉県,香取市,佐原ロ 2127,"35.897945, 140.499406",2019-09-23 21:26:19,藤田 周
163,172,小見川支所（いぶき館）避難所受付コーナー,千葉県 香取市 羽根川 38,不明,,,,,http://www.city.katori.lg.jp/living/anzen_anshin/oshirase/juden20190911.html,122360,千葉県,香取市,羽根川 38,"35.847144, 140.602496",2019-09-23 21:26:19,藤田 周
164,173,香取市山田支所 ロビー,千葉県 香取市 仁良 300-1,不明,,,,,http://www.city.katori.lg.jp/living/anzen_anshin/oshirase/juden20190911.html,122360,千葉県,香取市,仁良 300-1,"35.803510, 140.575238",2019-09-23 21:26:19,藤田 周
165,174,栗源支所 1階多目的スペース,千葉県 香取市 岩部 700,不明,,,,,http://www.city.katori.lg.jp/living/anzen_anshin/oshirase/juden20190911.html,122360,千葉県,香取市,岩部 700,"35.810129, 140.501861",2019-09-23 21:26:19,藤田 周
166,175,佐原中央公民館 避難所受付コーナー,千葉県 香取市 佐原イ 211,不明,,,,,http://www.city.katori.lg.jp/living/anzen_anshin/oshirase/juden20190911.html,122360,千葉県,香取市,佐原イ 211,"35.894952, 140.495176",2019-09-23 21:26:19,藤田 周
168,176,香取市商工会,千葉県 香取市 小見川 778-2,不明,,,,,http://www.city.katori.lg.jp/living/anzen_anshin/oshirase/juden20190911.html,122360,千葉県,香取市,小見川 778-2,"35.852713, 140.608089",2019-09-23 21:26:19,藤田 周
169,177,道の駅水の郷さわら 情報コーナー,千葉県 香取市 佐原イ 3981-2,不明,,,,,http://www.city.katori.lg.jp/living/anzen_anshin/oshirase/juden20190911.html,122360,千葉県,香取市,佐原イ 3981-2,"35.895786, 140.506978",2019-09-23 21:26:19,藤田 周
167,178,山田公民館 避難所受付コーナー,千葉県 香取市 長岡 1303-2,閉鎖,,,,,http://www.city.katori.lg.jp/living/anzen_anshin/oshirase/juden20190911.html,122360,千葉県,香取市,長岡 1303-2,"35.802030, 140.574839",2019-09-23 21:26:19,藤田 周
170,179,山武市役所 第1会議室,千葉県 山武市 殿台 296,不明,,,,,https://www.city.sammu.lg.jp/soshiki/6/taihuu15-taiou.html,122378,千葉県,山武市,殿台 296,"35.602828, 140.413990",2019-09-23 21:28:17,藤田 周
171,180,松尾IT保健福祉センター,千葉県 山武市 松尾町五反田 3012,不明,,,,,https://www.city.sammu.lg.jp/soshiki/6/taihuu15-taiou.html,122378,千葉県,山武市,松尾町五反田 3012,"35.637465, 140.460658",2019-09-23 21:28:17,藤田 周
172,181,さんぶの森交流センターあららぎ館,千葉県 山武市 埴谷 1884-1,不明,,,,,https://www.city.sammu.lg.jp/soshiki/6/taihuu15-taiou.html,122378,千葉県,山武市,埴谷 1884-1,"35.641259, 140.376247",2019-09-23 21:28:17,藤田 周
173,182,さんぶの森中央会館,千葉県 山武市 埴谷 1904-3,不明,,,,,https://www.city.sammu.lg.jp/soshiki/6/taihuu15-taiou.html,122378,千葉県,山武市,埴谷 1904-3,"35.642908, 140.367676",2019-09-23 21:28:17,藤田 周
174,183,ヤックスドラッグ日向店,千葉県 山武市 木原 58-1,不明,,,,,https://www.city.sammu.lg.jp/soshiki/6/taihuu15-taiou.html,122378,千葉県,山武市,木原 58-1,"35.634752, 140.356096",2019-09-23 21:28:17,藤田 周
175,184,山武北小学校 1階ふれあい広場,千葉県 山武市 沖渡 699,不明,,,,,https://www.city.sammu.lg.jp/soshiki/6/taihuu15-taiou.html,122378,千葉県,山武市,沖渡 699,"35.674168, 140.359692",2019-09-23 21:28:17,藤田 周
176,185,中央公民館（大網白里市）,千葉県 大網白里市 大網 121-2,開設,,2019-09-22,"8:30 - 21:00
施設開館日のみ",,http://www.city.oamishirasato.lg.jp/emergencyinfo/0000000066.html,122394,千葉県,大網白里市,大網 121-2,"35.522327, 140.320334",2019-09-23 21:31:01,藤田 周
177,186,中部コミュニティセンター,千葉県 大網白里市 柿餅 26-1,開設,,2019-09-22,"8:30 - 17:00
施設開館日のみ",,http://www.city.oamishirasato.lg.jp/emergencyinfo/0000000066.html,122394,千葉県,大網白里市,柿餅 26-1,"35.508703, 140.350401",2019-09-23 21:31:01,藤田 周
178,187,大網白里アリーナ,千葉県 大網白里市 上貝塚 160,開設,,2019-09-22,"8:30 - 21:00
施設開館日のみ",,http://www.city.oamishirasato.lg.jp/emergencyinfo/0000000066.html,122394,千葉県,大網白里市,上貝塚 160,"35.519322, 140.344513",2019-09-23 21:31:01,藤田 周
178.1,188,白里公民館,千葉県 大網白里市 南今泉 1088-1,開設,,2019-09-22,"8:30 - 17:00
施設開館日のみ",,http://www.city.oamishirasato.lg.jp/emergencyinfo/0000000066.html,122394,千葉県,大網白里市,南今泉 1088-1,"35.492680, 140.400308",2019-09-23 21:31:01,藤田 周
179,189,神崎ふれあいプラザ,千葉県 香取郡 神崎町 神崎本宿 96,閉鎖,,,,,https://www.town.kozaki.chiba.jp/01kurashi/bousai/saigai.html,123421,千葉県,香取郡 神崎町,神崎本宿 96,"35.901755, 140.402953",2019-09-23 21:36:01,藤田 周
180,190,JR下総神崎駅ステーションホール,千葉県 香取郡 神崎町 郡,閉鎖,,,,,https://www.town.kozaki.chiba.jp/01kurashi/bousai/saigai.html,123421,千葉県,香取郡 神崎町,郡,"35.894933, 140.410408",2019-09-23 21:36:01,藤田 周
181,191,多古町役場,千葉県 多古町 多古 584,閉鎖,,,,,https://www.town.tako.chiba.jp/emergency/2019091900012/,123471,千葉県,多古町,多古 584,"35.735608, 140.467719",2019-09-23 21:36:08,藤田 周
182,192,多古町コミュニティプラザ,千葉県 多古町 多古 2855,閉鎖,,,,,https://www.town.tako.chiba.jp/emergency/2019091900012/,123471,千葉県,多古町,多古 2855,"35.740716, 140.467995",2019-09-23 21:36:08,藤田 周
183,193,道の駅多古,千葉県 多古町 多古 1069-1,閉鎖,,,,,https://www.town.tako.chiba.jp/emergency/2019091900012/,123471,千葉県,多古町,多古 1069-1,"35.731432, 140.475254",2019-09-23 21:36:08,藤田 周
184,194,旧第二小学校,千葉県 多古町 喜多 305,閉鎖,,,,,https://www.town.tako.chiba.jp/emergency/2019091900012/,123471,千葉県,多古町,喜多 305,"35.752132, 140.448507",2019-09-23 21:36:08,藤田 周
185,195,旧第三小学校,千葉県 多古町 牛尾 2053-2,閉鎖,,,,,https://www.town.tako.chiba.jp/emergency/2019091900012/,123471,千葉県,多古町,牛尾 2053-2,"35.710726,140.456979",2019-09-23 21:36:08,藤田 周
186,196,中村小学校,千葉県 多古町 南中 349-2,閉鎖,,,,,https://www.town.tako.chiba.jp/emergency/2019091900012/,123471,千葉県,多古町,南中 349-2,"35.740313, 140.490689",2019-09-23 21:36:08,藤田 周
187,197,芝山町役場,千葉県 芝山町 小池 992,閉鎖,,,,,http://www.town.shibayama.lg.jp/emergencyinfo/0000000012.html,124095,千葉県,芝山町,小池 992,"35.692925, 140.414489",2019-09-23 21:36:27,藤田 周
188,198,芝山町中央公民館,千葉県 芝山町 小池 982,閉鎖,,,,,http://www.town.shibayama.lg.jp/emergencyinfo/0000000012.html,124095,千葉県,芝山町,小池 982,"35.693161, 140.414213",2019-09-23 21:36:27,藤田 周
189,199,福祉センター「やすらぎの里」,千葉県 芝山町 飯櫃 126-1,閉鎖,,,,,http://www.town.shibayama.lg.jp/emergencyinfo/0000000012.html,124095,千葉県,芝山町,飯櫃 126-1,"35.727387, 140.417673",2019-09-23 21:36:27,藤田 周
190,200,航空科学博物館,千葉県 芝山町 岩山 111-3,閉鎖,,,,,http://www.town.shibayama.lg.jp/emergencyinfo/0000000012.html,124095,千葉県,芝山町,岩山 111-3,"35.740413, 140.397778",2019-09-23 21:36:27,藤田 周
191,201,芝山千代田駅,千葉県 芝山町 香山新田 148-1,閉鎖,,,,,http://www.town.shibayama.lg.jp/emergencyinfo/0000000012.html,124095,千葉県,芝山町,香山新田 148-1,"35.754115, 140.399565",2019-09-23 21:36:27,藤田 周
192,202,エハラピーナツ,千葉県 芝山町 新井田 52-26,閉鎖,,,,,http://www.town.shibayama.lg.jp/emergencyinfo/0000000012.html,124095,千葉県,芝山町,新井田 52-26,"35.698297, 140.408690",2019-09-23 21:36:27,藤田 周
193,203,サテライト成田,千葉県 芝山町 小池,閉鎖,,,,,http://www.town.shibayama.lg.jp/emergencyinfo/0000000012.html,124095,千葉県,芝山町,小池,"35.695703, 140.409829",2019-09-23 21:36:27,藤田 周
194,204,道の駅 風和里しばやま,千葉県 芝山町 小池 2568,閉鎖,,,,,http://www.town.shibayama.lg.jp/emergencyinfo/0000000012.html,124095,千葉県,芝山町,小池 2568,"35.695159, 140.410030",2019-09-23 21:36:27,藤田 周
195,205,金森メタル（株）,千葉県 芝山町 岩山 2246-1,閉鎖,,,,,http://www.town.shibayama.lg.jp/emergencyinfo/0000000012.html,124095,千葉県,芝山町,岩山 2246-1,"35.733904, 140.374193",2019-09-23 21:36:27,藤田 周
196,206,町民会館,千葉県 横芝光町 宮川 11907-2,開設,,2019-09-24,8:30 - 17:00,,http://www.town.yokoshibahikari.chiba.jp/,124109,千葉県,横芝光町,宮川 11907-2,"35.665472, 140.505541",2019-09-23 21:37:34,藤田 周
197,207,横芝光町役場 ロビー,千葉県 横芝光町 宮川 11902,開設,,2019-09-24,8:30 - 17:15,,http://www.town.yokoshibahikari.chiba.jp/,124109,千葉県,横芝光町,宮川 11902,"35.665778, 140.503926",2019-09-23 21:37:34,藤田 周
198,208,横芝光町図書館,千葉県 横芝光町 宮川 11917,休止,,2019-09-24,"9:30 - 18:00
24日は休止",,http://www.town.yokoshibahikari.chiba.jp/,124109,千葉県,横芝光町,宮川 11917,"35.667381, 140.506103",2019-09-23 21:37:34,藤田 周
199,209,文化会館,千葉県 横芝光町 横芝 922-1,休止,,2019-09-24,"8:30 - 17:15
23, 24日は休止",,http://www.town.yokoshibahikari.chiba.jp/,124109,千葉県,横芝光町,横芝 922-1,"35.663608, 140.487483",2019-09-23 21:37:34,藤田 周
210,210,長柄町福祉センター,千葉県 長柄町 桜谷 712,不明,,2019-09-24,,,https://www.town.nagara.chiba.jp/soshiki/1/3114.html,124265,千葉県,長柄町,桜谷 712,"35.431324, 140.227931",2019-09-23 21:38:10,藤田 周
213,211,長南町役場 住民ホール,千葉県 長南町 長南 2110,閉鎖,,,,,https://www.town.chonan.chiba.jp/osirase/20982/,124273,千葉県,長南町,長南 2110,"35.386511, 140.237120",2019-09-23 21:38:10,藤田 周
221,212,大多喜町役場 本庁舎,千葉県 大多喜町 大多喜 93,不明,,2019-09-24,,,http://www.town.otaki.chiba.jp/news/index.cfm/detail.1.14018.html,124419,千葉県,大多喜町,大多喜 93,"35.285235, 140.245493",2019-09-23 21:38:10,藤田 周
223,213,鋸南町役場本庁,千葉県 鋸南町 下佐久間 3458,開設,,2019-09-24,8:00 - 18:00,,http://www.town.kyonan.chiba.jp/kyonan/information/information15991/,124630,千葉県,鋸南町,下佐久間 3458,"35.111251, 139.835721",2019-09-23 21:38:10,藤田 周
224,214,保健福祉総合センターすこやか,千葉県 鋸南町 保田 560,開設,,2019-09-24,9:00 - 17:00,,http://www.town.kyonan.chiba.jp/kyonan/information/information15991/,124630,千葉県,鋸南町,保田 560,"35.140526, 139.842588",2019-09-23 21:38:10,藤田 周